id,domain,field,subfield,topic,short-name
https://openalex.org/T10699,Social Sciences,Psychology,Social Psychology,Evolution of Social Behavior in Primates,Social Behavior
https://openalex.org/T12753,Social Sciences,Psychology,Social Psychology,Executive Coaching and Psychodrama in Professional Development,Executive Coaching
https://openalex.org/T12997,Social Sciences,Psychology,Social Psychology,Experiential Education and Adventure Therapy,Adventure Therapy
https://openalex.org/T14295,Social Sciences,Psychology,Social Psychology,Family Constellations in Therapy and Culture,Family Constellations
https://openalex.org/T14056,Social Sciences,Psychology,Social Psychology,Guidelines for Warning Design and Comprehension,Warning Design
https://openalex.org/T13435,Social Sciences,Psychology,Social Psychology,Human Attitudes and Interactions with Animals and Plants,Human Attitudes
https://openalex.org/T10525,Social Sciences,Psychology,Social Psychology,Human Interaction with Automation Systems,Automation Interaction
https://openalex.org/T11756,Social Sciences,Psychology,Social Psychology,Impact and Dynamics of Mentoring Relationships,Mentoring Relationships
https://openalex.org/T10272,Social Sciences,Psychology,Social Psychology,Impact of Stigma on Mental Health Care,Stigma Impact
https://openalex.org/T13585,Social Sciences,Psychology,Social Psychology,Impact of Technostress on Work and Well-being,Technostress
https://openalex.org/T12256,Social Sciences,Psychology,Social Psychology,Impact of Workspace Environment on Work Performance,Workspace Environment
https://openalex.org/T14173,Social Sciences,Psychology,Social Psychology,Interactional Expertise in Knowledge and Practice,Interactional Expertise
https://openalex.org/T12593,Social Sciences,Psychology,Social Psychology,Interpersonal Dynamics in Education Settings,Interpersonal Dynamics
https://openalex.org/T10156,Social Sciences,Psychology,Social Psychology,Intersectionality in LGBTQ+ Mental Health,Intersectionality
https://openalex.org/T13777,Social Sciences,Psychology,Social Psychology,Laddering Theory in Consumer Research and Psychology,Laddering Theory
https://openalex.org/T11793,Social Sciences,Psychology,Social Psychology,Leisure Activities and Subjective Well-Being Relationship,Leisure Activities
https://openalex.org/T12493,Social Sciences,Psychology,Social Psychology,Memory Studies and Social Trauma Analysis,Memory Studies
https://openalex.org/T12313,Social Sciences,Psychology,Social Psychology,Moral Emotions and Behavioral Impact,Moral Emotions
https://openalex.org/T11295,Social Sciences,Psychology,Social Psychology,Multicultural Counseling Competencies and Ethical Practice,Multicultural Counseling
https://openalex.org/T12448,Social Sciences,Psychology,Social Psychology,Near-Death Experiences and Paranormal Beliefs,Near-Death Experiences
https://openalex.org/T14045,Social Sciences,Psychology,Social Psychology,Nonverbal Communication and Education,Nonverbal Communication
https://openalex.org/T11541,Social Sciences,Psychology,Social Psychology,Oxytocin and Social Behavior Regulation,Oxytocin
https://openalex.org/T13542,Social Sciences,Psychology,Social Psychology,Perseverance and Passion for Long-Term Goals,Perseverance
https://openalex.org/T13968,Social Sciences,Psychology,Social Psychology,"Psychoanalysis, Politics, and Social Movements",Psychoanalysis
https://openalex.org/T13510,Social Sciences,Psychology,Social Psychology,Psychological and Marketing Implications of Nostalgia,Nostalgia
https://openalex.org/T11795,Social Sciences,Psychology,Social Psychology,Psychological and Social Impact of Humor and Laughter,Humor Impact
https://openalex.org/T13060,Social Sciences,Psychology,Social Psychology,Psychological and Sociocultural Aspects of Extreme Sports,Extreme Sports
https://openalex.org/T12521,Social Sciences,Psychology,Social Psychology,Psychological Effects of Social Exclusion,Social Exclusion
https://openalex.org/T12704,Social Sciences,Psychology,Social Psychology,Psychological Impact of Work-related Stress,Work-related Stress
https://openalex.org/T12488,Social Sciences,Psychology,Social Psychology,Psychological Language Analysis in Social Media,Language Analysis
https://openalex.org/T12551,Social Sciences,Psychology,Social Psychology,Psychology of Forgiveness and Reconciliation,Forgiveness Psychology
https://openalex.org/T14513,Social Sciences,Psychology,Social Psychology,Psychology of Heroism and Courage,Heroism Psychology
https://openalex.org/T10475,Social Sciences,Psychology,Social Psychology,Role of Positive Emotions in Well-Being,Positive Emotions
https://openalex.org/T11400,Social Sciences,Psychology,Social Psychology,Self-Determination Theory in Human Motivation and Well-Being,Self-Determination Theory
https://openalex.org/T10709,Social Sciences,Psychology,Social Psychology,Social Interaction with Robots,Social Robots
https://openalex.org/T11104,Social Sciences,Psychology,Social Psychology,Study of Collective Memory and Trauma,Collective Memory
https://openalex.org/T10970,Social Sciences,Psychology,Social Psychology,Temporal Dynamics of Team Processes and Performance,Team Dynamics
https://openalex.org/T12175,Social Sciences,Psychology,Social Psychology,The Dialogical Self: Personal and Cultural Positioning,Dialogical Self
https://openalex.org/T12882,Social Sciences,Psychology,Social Psychology,The Intersection of Psychology and Religion,Psychology and Religion
https://openalex.org/T11768,Social Sciences,Psychology,Social Psychology,The Relationship Between Music and Anxiety Management,Music and Anxiety
https://openalex.org/T10677,Social Sciences,Psychology,Social Psychology,Theoretical Developments in Attachment and Relationships,Attachment Theory
https://openalex.org/T12802,Social Sciences,Psychology,Social Psychology,Understanding Human Competence at Work,Human Competence
https://openalex.org/T13829,Social Sciences,Psychology,Social Psychology,Work-Related Stress and Coping Strategies,Stress Coping
https://openalex.org/T13669,Social Sciences,Social Sciences,Anthropology,African Diaspora and Transnational Trade in China,African Diaspora
https://openalex.org/T14041,Social Sciences,Social Sciences,Anthropology,Anthropology and Development in Social Change,Anthropology Development
https://openalex.org/T13741,Social Sciences,Social Sciences,Anthropology,Anthropology and Literature,Anthropology Literature
https://openalex.org/T10149,Social Sciences,Social Sciences,Anthropology,Anthropology of Globalization and Neoliberal Governmentality,Anthropology Globalization
https://openalex.org/T13705,Social Sciences,Social Sciences,Anthropology,Australian Indigenous Languages and Cultures,Indigenous Languages
https://openalex.org/T12532,Social Sciences,Social Sciences,Anthropology,Black Feminist-Inspired Archaeology in the Americas,Black Feminism Archaeology
https://openalex.org/T14395,Social Sciences,Social Sciences,Anthropology,Colonialism and Post-Colonialism in Africa,Colonialism Africa
https://openalex.org/T12498,Social Sciences,Social Sciences,Anthropology,Coloniality of Power and Knowledge in Latin America,Coloniality
https://openalex.org/T14208,Social Sciences,Social Sciences,Anthropology,Death and Cultural Practices in Various Societies,Cultural Practices
https://openalex.org/T14123,Social Sciences,Social Sciences,Anthropology,Decolonial and Postcolonial Studies in Global Context,Decolonial Studies
https://openalex.org/T14162,Social Sciences,Social Sciences,Anthropology,Economy and Society in Ancient Rome,Ancient Rome
https://openalex.org/T13665,Social Sciences,Social Sciences,Anthropology,Entangled Histories and Global Interactions,Entangled Histories
https://openalex.org/T14332,Social Sciences,Social Sciences,Anthropology,Ethnology and Regional Studies,Ethnology
https://openalex.org/T12512,Social Sciences,Social Sciences,Anthropology,History of Brazilian Slavery and Society,Brazilian Slavery
https://openalex.org/T10421,Social Sciences,Social Sciences,Anthropology,Human Evolution and Behavioral Modernity,Human Evolution
https://openalex.org/T14031,Social Sciences,Social Sciences,Anthropology,Indigenous Management Practices in Africa,Indigenous Management
https://openalex.org/T13864,Social Sciences,Social Sciences,Anthropology,Indigenous Peoples at National Margins in Latin America,Indigenous Peoples
https://openalex.org/T12872,Social Sciences,Social Sciences,Anthropology,Philippine Nationalism and History,Philippine Nationalism
https://openalex.org/T13215,Social Sciences,Social Sciences,Anthropology,Prehistoric Movement and Cultural Exchange in Indian Ocean,Prehistoric Movement
https://openalex.org/T13939,Social Sciences,Social Sciences,Anthropology,Resilience of Traditional Irrigation Communities in Southwest USA,Irrigation Communities
https://openalex.org/T13019,Social Sciences,Social Sciences,Anthropology,Saharan Migrations and Transnational Connections,Saharan Migrations
https://openalex.org/T12890,Social Sciences,Social Sciences,Anthropology,Silk Roads and Eurasian Exchange Networks,Silk Roads
https://openalex.org/T10165,Social Sciences,Social Sciences,Anthropology,Society and Economy in Ancient Mediterranean Civilizations,Ancient Mediterranean
https://openalex.org/T14289,Social Sciences,Social Sciences,Anthropology,The Intersection of Anthropology and Military Operations,Anthropology Military
https://openalex.org/T12144,Social Sciences,Social Sciences,Anthropology,Transatlantic Slave Trade and Its Impact,Slave Trade
https://openalex.org/T13256,Social Sciences,Social Sciences,Archeology,Archaeological Research in Southern Africa,Archaeological Research
https://openalex.org/T13742,Social Sciences,Social Sciences,Archeology,Archaeometallurgical Study of Ancient Iron Production,Archaeometallurgy
https://openalex.org/T12478,Social Sciences,Social Sciences,Communication,Collaboration and Dynamics in Wikipedia Research,Wikipedia Research
https://openalex.org/T13496,Social Sciences,Social Sciences,Communication,Communication Research in Spain and Latin America,Communication Research
https://openalex.org/T11121,Social Sciences,Social Sciences,Communication,Crisis Communication and Social Media Use,Crisis Communication
https://openalex.org/T13979,Social Sciences,Social Sciences,Communication,Impact of Covid-19 on Media Systems and Communication,Covid-19 Impact
https://openalex.org/T13795,Social Sciences,Social Sciences,Communication,Intercultural Communication in Education and Business,Intercultural Communication
https://openalex.org/T10907,Social Sciences,Social Sciences,Communication,Intercultural Management in Multinational Organizations,Intercultural Management
https://openalex.org/T12028,Social Sciences,Social Sciences,Communication,Knowledge Sharing in Virtual Communities,Knowledge Sharing
https://openalex.org/T13799,Social Sciences,Social Sciences,Communication,Media and Communication Studies,Media Studies
https://openalex.org/T12942,Social Sciences,Social Sciences,Communication,Media and Society in Technological Age,Media Society
https://openalex.org/T13317,Social Sciences,Social Sciences,Communication,Media Ecology and Communication Studies,Media Ecology
https://openalex.org/T10133,Social Sciences,Social Sciences,Communication,Media Framing and Agenda Setting in Communication,Media Framing
https://openalex.org/T13625,Social Sciences,Social Sciences,Communication,Media Studies and Journalism Research,Journalism Research
https://openalex.org/T13321,Social Sciences,Social Sciences,Communication,Podcasting and Audio Storytelling,Podcasting
https://openalex.org/T13959,Social Sciences,Social Sciences,Communication,Swearing and Taboo Language in Communication,Swearing
https://openalex.org/T10557,Social Sciences,Social Sciences,Communication,The Impact of Digital Media on Public Discourse,Digital Media Impact
https://openalex.org/T13716,Social Sciences,Social Sciences,Communication,Theoretical and Applied Communication Studies,Communication Studies
https://openalex.org/T14379,Social Sciences,Social Sciences,Cultural Studies,Anthropology and Cultural Studies,Anthropology Cultural
https://openalex.org/T12323,Social Sciences,Social Sciences,Cultural Studies,Asian American Studies in Transnational Context,Asian American Studies
https://openalex.org/T14489,Social Sciences,Social Sciences,Cultural Studies,Basque Nationalism and Culture Studies,Basque Nationalism
https://openalex.org/T12901,Social Sciences,Social Sciences,Cultural Studies,Body Art and Modification Practices in Society,Body Art
https://openalex.org/T12861,Social Sciences,Social Sciences,Cultural Studies,Challenges of Intercultural Education in Latin America,Intercultural Education
https://openalex.org/T13786,Social Sciences,Social Sciences,Cultural Studies,Comparative Education and Cultural Studies,Comparative Education
https://openalex.org/T12437,Social Sciences,Social Sciences,Cultural Studies,Cultural and Historical Dynamics in the Balkans,Balkan Dynamics
https://openalex.org/T13222,Social Sciences,Social Sciences,Cultural Studies,Cultural and Social Dynamics in the Caribbean Region,Caribbean Dynamics
https://openalex.org/T12036,Social Sciences,Social Sciences,Cultural Studies,Cultural and Social History of Argentina,Argentina History
https://openalex.org/T12864,Social Sciences,Social Sciences,Cultural Studies,Cultural and Social Thought Analysis,Social Thought
https://openalex.org/T13229,Social Sciences,Social Sciences,Cultural Studies,Cultural and Societal Impact of Zombies,Zombie Impact
https://openalex.org/T14190,Social Sciences,Social Sciences,Cultural Studies,Cultural and Societal Transformations through History,Societal Transformations
https://openalex.org/T13907,Social Sciences,Social Sciences,Cultural Studies,Cultural Appropriation and Social Impact,Cultural Appropriation
https://openalex.org/T14105,Social Sciences,Social Sciences,Cultural Studies,Cultural Diversity and Traditional Practices,Cultural Diversity
https://openalex.org/T13753,Social Sciences,Social Sciences,Cultural Studies,Cultural Diversity in Global Industries,Diversity Industries
https://openalex.org/T11198,Social Sciences,Social Sciences,Cultural Studies,Cultural Dynamics in Japan and East Asia,Japan Dynamics
https://openalex.org/T12090,Social Sciences,Social Sciences,Cultural Studies,Cultural Evolution and Language Development,Cultural Evolution
https://openalex.org/T12670,Social Sciences,Social Sciences,Cultural Studies,Cultural Landscape and Tourism Development,Tourism Development
https://openalex.org/T13327,Social Sciences,Social Sciences,Cultural Studies,Cultural Policy and Innovation in Education,Cultural Policy
https://openalex.org/T13421,Social Sciences,Social Sciences,Cultural Studies,Cultural Studies and Education Innovations,Education Innovations
https://openalex.org/T14298,Social Sciences,Social Sciences,Cultural Studies,Cultural Studies and Social Sciences,Cultural Studies
https://openalex.org/T14159,Social Sciences,Social Sciences,Cultural Studies,Discourse Analysis and Cultural Communication Patterns,Discourse Analysis
https://openalex.org/T13134,Social Sciences,Social Sciences,Cultural Studies,Drug Trafficking and Cultural Representation in Latin America,Drug Trafficking
https://openalex.org/T13461,Social Sciences,Social Sciences,Cultural Studies,Dynamics of Cultural Identity and Social Systems,Cultural Identity
https://openalex.org/T10738,Social Sciences,Social Sciences,Cultural Studies,Exploration of Posthumanist Performativity in Social Sciences,Posthumanist Performativity
https://openalex.org/T14233,Social Sciences,Social Sciences,Cultural Studies,Fashion Trends among Generation Z,Fashion Trends
https://openalex.org/T14125,Social Sciences,Social Sciences,Cultural Studies,Generational Studies in Education and Culture,Generational Studies
https://openalex.org/T13303,Social Sciences,Social Sciences,Cultural Studies,Global Impact of Korean Popular Culture,Korean Culture
https://openalex.org/T14004,Social Sciences,Social Sciences,Cultural Studies,Globalization and Cultural Exchange,Globalization
https://openalex.org/T14273,Social Sciences,Social Sciences,Cultural Studies,Identity Formation and Cultural Dynamics,Identity Formation
https://openalex.org/T13448,Social Sciences,Social Sciences,Cultural Studies,Intercultural Education and Indigenous Knowledge Systems,Indigenous Knowledge
https://openalex.org/T12711,Social Sciences,Social Sciences,Cultural Studies,Intercultural Education in Europe and Spain,Intercultural Education Europe
https://openalex.org/T12242,Social Sciences,Social Sciences,Cultural Studies,Interdisciplinary Study of Latino Culture and Identity,Latino Culture
https://openalex.org/T13595,Social Sciences,Social Sciences,Cultural Studies,Management of Cultural Heritage and Tourism,Cultural Heritage
https://openalex.org/T13868,Social Sciences,Social Sciences,Cultural Studies,Multiculturalism and Identity in the Americas,Multiculturalism
https://openalex.org/T14022,Social Sciences,Social Sciences,Cultural Studies,Religion and Culture in Southeast Asia,Southeast Asia Culture
https://openalex.org/T14251,Social Sciences,Social Sciences,Cultural Studies,Role of Multicultural Education in Society,Multicultural Education
https://openalex.org/T13266,Social Sciences,Social Sciences,Cultural Studies,South American Cultural Studies,South American Studies
https://openalex.org/T14466,Social Sciences,Social Sciences,Demography,Border Formation and Migration Dynamics,Migration Dynamics
https://openalex.org/T13492,Social Sciences,Social Sciences,Demography,Changing Dynamics of Knowledge Production in Latin America,Knowledge Production
https://openalex.org/T13784,Social Sciences,Social Sciences,Demography,Contemporary American Jewish Identity Studies,Jewish Identity
https://openalex.org/T13927,Social Sciences,Social Sciences,Demography,Cyberloafing in the Workplace,Cyberloafing
https://openalex.org/T14070,Social Sciences,Social Sciences,Demography,Emergence of Knowledge Societies in the 21st Century,Knowledge Societies
https://openalex.org/T10585,Social Sciences,Social Sciences,Demography,Family Structure and Fertility Patterns,Family Structure
https://openalex.org/T13566,Social Sciences,Social Sciences,Demography,Global Patterns of Shadow Education Phenomenon,Shadow Education
https://openalex.org/T12563,Social Sciences,Social Sciences,Demography,History and Society of Colombia,Colombia Society
https://openalex.org/T11631,Social Sciences,Social Sciences,Demography,Impact of Retirement on Aging Workforce,Retirement Impact
https://openalex.org/T13053,Social Sciences,Social Sciences,Demography,Impact of the Covid-19 Pandemic on Small and Medium Enterprises in Indonesia,Covid-19 SME Impact
https://openalex.org/T12312,Social Sciences,Social Sciences,Demography,Influence of Culture on Economic and Social Development,Culture Influence
https://openalex.org/T12629,Social Sciences,Social Sciences,Demography,Interdisciplinary Study of Islands and Island Nations,Island Studies
https://openalex.org/T12783,Social Sciences,Social Sciences,Demography,Lifestyle Migration and Retirement Mobility,Lifestyle Migration
https://openalex.org/T14458,Social Sciences,Social Sciences,Demography,Meaning and Significance of Work,Work Significance
https://openalex.org/T14292,Social Sciences,Social Sciences,Demography,"Migration, Education, and Policy Implications",Migration Education
https://openalex.org/T14119,Social Sciences,Social Sciences,Demography,Multidisciplinary Research in Indonesia,Indonesia Research
https://openalex.org/T12842,Social Sciences,Social Sciences,Demography,Patterns and Impacts of Drug Use in Brazil,Drug Use Brazil
https://openalex.org/T12011,Social Sciences,Social Sciences,Demography,Population Ageing Research,Ageing Research
https://openalex.org/T12462,Social Sciences,Social Sciences,Demography,Prevalence and Correlates of Elder Abuse and Neglect,Elder Abuse
https://openalex.org/T13460,Social Sciences,Social Sciences,Demography,Struggles for Independence in Hispanic World,Independence Struggles
https://openalex.org/T11977,Social Sciences,Social Sciences,Demography,Technology Adoption and Aging Population,Technology Adoption
https://openalex.org/T13618,Social Sciences,Social Sciences,Demography,Transformation of Rural Settlement Patterns in Russia,Rural Transformation
https://openalex.org/T11648,Social Sciences,Social Sciences,Demography,Transnational Diasporas and Migration Studies,Diaspora Studies
https://openalex.org/T14241,Social Sciences,Social Sciences,Demography,University Dropout in Brazil,University Dropout
https://openalex.org/T13839,Social Sciences,Social Sciences,Demography,Volunteer Tourism and Global Development Impacts,Volunteer Tourism
https://openalex.org/T12393,Social Sciences,Social Sciences,Demography,Workplace Spirituality and Organizational Performance,Workplace Spirituality
https://openalex.org/T13956,Social Sciences,Social Sciences,Demography,Youth Employment in Global Context,Youth Employment
https://openalex.org/T14418,Social Sciences,Social Sciences,Development,Development Studies and Social Change,Development Studies
https://openalex.org/T11168,Social Sciences,Social Sciences,Development,Foreign Aid and Development Policies,Foreign Aid
https://openalex.org/T12490,Social Sciences,Social Sciences,Development,Impact of Garment Industry in Developing Countries,Garment Industry
https://openalex.org/T14044,Social Sciences,Social Sciences,Development,Knowledge Clusters in Developing Countries,Knowledge Clusters
https://openalex.org/T12636,Social Sciences,Social Sciences,Development,Rural Territorial Development in Globalization Era,Rural Development
https://openalex.org/T12667,Social Sciences,Social Sciences,Development,Socio-Economic Development and Global Economic Challenges,Socio-Economic Development
https://openalex.org/T14027,Social Sciences,Social Sciences,Development,Sustainable Development and Global Governance,Sustainable Governance
https://openalex.org/T14218,Social Sciences,Social Sciences,Development,Sustainable Development and Social Change,Sustainable Development
https://openalex.org/T13789,Social Sciences,Social Sciences,Education,Challenges and Reforms in Higher Education Systems,Education Reforms
https://openalex.org/T14449,Social Sciences,Social Sciences,Education,Character Education in Educational Settings,Character Education
https://openalex.org/T12531,Social Sciences,Social Sciences,Education,Character Education in Schools and Teacher Training,Citizenship Education
https://openalex.org/T13774,Social Sciences,Social Sciences,Education,Citizenship Education and Social Development,Citizenship Latin America
https://openalex.org/T14425,Social Sciences,Social Sciences,Education,Citizenship Education in Latin America and Spain,Co-Teaching
https://openalex.org/T13131,Social Sciences,Social Sciences,Education,Co-Teaching in Inclusive Classrooms,Community Development
https://openalex.org/T13502,Social Sciences,Social Sciences,Education,Community Development and Leadership Education,Competence-based Education
https://openalex.org/T12217,Social Sciences,Social Sciences,Education,Competence-based Education in Higher Education,Education 4.0
https://openalex.org/T13701,Social Sciences,Social Sciences,Education,Components of Education 4.0 in 21st Century Skills Frameworks,Competence Concept
https://openalex.org/T12826,Social Sciences,Social Sciences,Education,Concept of Competence in Education and Training,Content Validity
https://openalex.org/T13117,Social Sciences,Social Sciences,Education,Content Validity in Educational Technology and Health Research,Critical Pedagogy
https://openalex.org/T13737,Social Sciences,Social Sciences,Education,Critical Pedagogy and Social Transformation,Curriculum Alignment
https://openalex.org/T12884,Social Sciences,Social Sciences,Education,Curriculum Alignment and Educational Objectives,Decolonizing Education
https://openalex.org/T12160,Social Sciences,Social Sciences,Education,Decolonizing Education in African Context,Grounded Theory
https://openalex.org/T12880,Social Sciences,Social Sciences,Education,Development and Application of Grounded Theory Methodology,Early Childhood Education
https://openalex.org/T13987,Social Sciences,Social Sciences,Education,Development of Early Childhood Education,Educational Development
https://openalex.org/T13958,Social Sciences,Social Sciences,Education,Development of Educational Methods and Systems,Dialogic Education
https://openalex.org/T12966,Social Sciences,Social Sciences,Education,Dialogic Education in Social and Individual Contexts,Employability
https://openalex.org/T11779,Social Sciences,Social Sciences,Education,Dimensions and Applications of Employability in Higher Education,Distance Education
https://openalex.org/T12363,Social Sciences,Social Sciences,Education,Distance Education in Research and Legislation,Social Research
https://openalex.org/T14153,Social Sciences,Social Sciences,Education,Diverse Aspects of Social Research and Education,Diversity Inclusion
https://openalex.org/T14075,Social Sciences,Social Sciences,Education,Diversity and Inclusion in Education and Social Services,E-Learning
https://openalex.org/T14182,Social Sciences,Social Sciences,Education,E-Learning in Higher Education,Education Character
https://openalex.org/T13348,Social Sciences,Social Sciences,Education,Education and Character Development,Education Africa
https://openalex.org/T12204,Social Sciences,Social Sciences,Education,Education and Economic Development in Africa,Education Leadership
https://openalex.org/T13903,Social Sciences,Social Sciences,Education,Education and Leadership in Complex Systems,Education Research
https://openalex.org/T12925,Social Sciences,Social Sciences,Education,Education and Pedagogy Research,Education Methods
https://openalex.org/T13064,Social Sciences,Social Sciences,Education,Education and Research Methods in Social Sciences,Social Pedagogy
https://openalex.org/T14061,Social Sciences,Social Sciences,Education,Education and Social Pedagogy in Europe,Education Context
https://openalex.org/T12928,Social Sciences,Social Sciences,Education,Education and Social Sciences in Contemporary Context,
https://openalex.org/T13063,Social Sciences,Social Sciences,Education,Education Challenges for Refugee Students,Refugee Education
https://openalex.org/T12545,Social Sciences,Social Sciences,Education,Education for Global Citizenship in a Globalized World,Global Citizenship
https://openalex.org/T10457,Social Sciences,Social Sciences,Education,Education in Brazil: Policies and Practices,Education in Brazil
https://openalex.org/T13709,Social Sciences,Social Sciences,Education,Education Policy and Social Development,Education Policy
https://openalex.org/T13652,Social Sciences,Social Sciences,Education,Education Reform and Social Responsibility,Education Reform
https://openalex.org/T13627,Social Sciences,Social Sciences,Education,"Education, Culture, and Community Development",Community Development
https://openalex.org/T14227,Social Sciences,Social Sciences,Education,"Education, Innovation, and Sustainable Development",Sustainable Development
https://openalex.org/T13952,Social Sciences,Social Sciences,Education,"Education, Technology, and Territorial Intelligence",Territorial Intelligence
https://openalex.org/T14060,Social Sciences,Social Sciences,Education,Educational Leadership and Management in Schools,Educational Leadership
https://openalex.org/T14483,Social Sciences,Social Sciences,Education,Educational Leadership and Quality in Education,Educational Quality
https://openalex.org/T12070,Social Sciences,Social Sciences,Education,Effective Strategies for Writing Instruction in Education,Writing Instruction
https://openalex.org/T12354,Social Sciences,Social Sciences,Education,Effectiveness of Podcasting in Higher Education,Podcasting Effectiveness
https://openalex.org/T10072,Social Sciences,Social Sciences,Education,Enhancing Science Education through Inquiry and Argumentation,Science Education
https://openalex.org/T13884,Social Sciences,Social Sciences,Education,Evolution of Educational Leadership in Diverse Contexts,Educational Evolution
https://openalex.org/T13929,Social Sciences,Social Sciences,Education,Factors Affecting Academic Performance in Higher Education,Academic Performance
https://openalex.org/T10267,Social Sciences,Social Sciences,Education,Factors Affecting Higher Education Outcomes and Experiences,Education Outcomes
https://openalex.org/T10589,Social Sciences,Social Sciences,Education,Factors Affecting Student Engagement in Education,Student Engagement
https://openalex.org/T10959,Social Sciences,Social Sciences,Education,Formative Assessment and Feedback in Education,Formative Assessment
https://openalex.org/T13930,Social Sciences,Social Sciences,Education,Global Trends in Education and Technology,Global Trends
https://openalex.org/T13895,Social Sciences,Social Sciences,Education,Heutagogy and Lifelong Learning,Heutagogy
https://openalex.org/T13403,Social Sciences,Social Sciences,Education,Higher Education and Knowledge Management Models,Knowledge Management
https://openalex.org/T14480,Social Sciences,Social Sciences,Education,History and Policies of Education,Education History
https://openalex.org/T13570,Social Sciences,Social Sciences,Education,History of Education and Educational Networks,Educational Networks
https://openalex.org/T13780,Social Sciences,Social Sciences,Education,Homeschooling and Educational Policy Debates,Homeschooling
https://openalex.org/T13040,Social Sciences,Social Sciences,Education,Human Development and Global Inequality,Global Inequality
https://openalex.org/T14290,Social Sciences,Social Sciences,Education,Impact and Implementation of Montessori Education,Montessori Education
https://openalex.org/T11299,Social Sciences,Social Sciences,Education,Impact and Implementation of Problem-Based Learning in Education,Problem-Based Learning
https://openalex.org/T14462,Social Sciences,Social Sciences,Education,Impact of Digital Technology on Parenting and Education,Digital Impact
https://openalex.org/T13978,Social Sciences,Social Sciences,Education,Impact of Distance Education on Learning and Achievement,Distance Education
https://openalex.org/T14122,Social Sciences,Social Sciences,Education,Impact of Education and Technology Integration,Technology Integration
https://openalex.org/T14267,Social Sciences,Social Sciences,Education,Impact of Education and Technology on Society,Education Impact
https://openalex.org/T13299,Social Sciences,Social Sciences,Education,Impact of Education Technology on Learning Outcomes,Education Technology
https://openalex.org/T11526,Social Sciences,Social Sciences,Education,Impact of Flipped Classroom on Learning Outcomes,Flipped Classroom
https://openalex.org/T11715,Social Sciences,Social Sciences,Education,Impact of Instructional Interventions on Critical Thinking Skills,Critical Thinking
https://openalex.org/T13412,Social Sciences,Social Sciences,Education,Impact of Interactive Whiteboards in Education,Interactive Whiteboards
https://openalex.org/T12060,Social Sciences,Social Sciences,Education,Impact of Media on Children's Development,Media Impact
https://openalex.org/T11101,Social Sciences,Social Sciences,Education,Impact of Online Learning During Covid-19 Pandemic,Online Learning
https://openalex.org/T12474,Social Sciences,Social Sciences,Education,Impact of School Discipline Policies on Students,Discipline Policies
https://openalex.org/T11806,Social Sciences,Social Sciences,Education,Impact of Service-Learning in Higher Education,Service-Learning
https://openalex.org/T14421,Social Sciences,Social Sciences,Education,Impact of Trigger Warnings in Education,Trigger Warnings
https://openalex.org/T13830,Social Sciences,Social Sciences,Education,Implementation of Independent Learning Curriculum,Independent Learning
https://openalex.org/T14277,Social Sciences,Social Sciences,Education,Importance of Social Skills in Education and Development,Social Skills
https://openalex.org/T14287,Social Sciences,Social Sciences,Education,Inclusive Education and Social Justice,Inclusive Education
https://openalex.org/T12591,Social Sciences,Social Sciences,Education,Inclusive Education and Social Transformation,Social Transformation
https://openalex.org/T10674,Social Sciences,Social Sciences,Education,Inequality in Education: Impact of Socioeconomic Status,Education Inequality
https://openalex.org/T12952,Social Sciences,Social Sciences,Education,Influence of Educational Leadership on Teacher Performance,Leadership Influence
https://openalex.org/T11676,Social Sciences,Social Sciences,Education,Influence of Parental Involvement on Student Achievement,Parental Involvement
https://openalex.org/T13161,Social Sciences,Social Sciences,Education,Innovation and Development of Ideological Education,Ideological Education
https://openalex.org/T14095,Social Sciences,Social Sciences,Education,"Innovation, Education, and Global Perspectives",Innovation Education
https://openalex.org/T14471,Social Sciences,Social Sciences,Education,Innovations and Practices in Education Technology,Education Practices
https://openalex.org/T14037,Social Sciences,Social Sciences,Education,Innovations in Education and Learning Methods,Learning Innovations
https://openalex.org/T14482,Social Sciences,Social Sciences,Education,Innovations in Education Technology and Pedagogy,Pedagogical Innovations
https://openalex.org/T12998,Social Sciences,Social Sciences,Education,Islamic Education and Pedagogy,Islamic Education
https://openalex.org/T13646,Social Sciences,Social Sciences,Education,Islamic Studies and Education Research,Islamic Studies
https://openalex.org/T13273,Social Sciences,Social Sciences,Education,Knowledge Management and Education Innovation,Knowledge Innovation
https://openalex.org/T13981,Social Sciences,Social Sciences,Education,Knowledge Management in Education and Innovation,Knowledge Education
https://openalex.org/T13395,Social Sciences,Social Sciences,Education,Leadership Education and Development in Higher Education,Leadership Education
https://openalex.org/T12950,Social Sciences,Social Sciences,Education,Learning Environments in Education,Learning Environments
https://openalex.org/T14271,Social Sciences,Social Sciences,Education,Mixed Method Designs in Education Research,Mixed Method
https://openalex.org/T13305,Social Sciences,Social Sciences,Education,Motivational Factors Influencing Teaching Career Choice,Career Choice
https://openalex.org/T13662,Social Sciences,Social Sciences,Education,Narrative Research in Social Sciences and Education,Narrative Research
https://openalex.org/T14274,Social Sciences,Social Sciences,Education,Non-formal Education in Postmodern Era,Non-formal Education
https://openalex.org/T14205,Social Sciences,Social Sciences,Education,Participatory Action Research in Education and Social Sciences,Participatory Research
